dice,iou,sensitivity,tp,fp,fn,case,slice,score,prompt,gt_voxels,pred_voxels
0.0,0.0,0.0,0,843,1674,BraTS2021_00002,58,0.0007391212275251746,brain tumor,1674,843
0.6840926064227035,0.5198637911464246,0.9173760640961443,1832,1527,165,BraTS2021_00002,59,0.0026922591496258974,brain tumor,1997,3359
0.0,0.0,0.0,0,651,2375,BraTS2021_00002,60,0.0005599249270744622,brain tumor,2375,651
0.0,0.0,0.0,0,583,2333,BraTS2021_00002,61,0.0006113599520176649,brain tumor,2333,583
0.0,0.0,0.0,0,513,2332,BraTS2021_00002,62,0.0010189913446083665,brain tumor,2332,513
0.0,0.0,0.0,0,479,2560,BraTS2021_00002,63,0.0008396795601584017,brain tumor,2560,479
0.0,0.0,0.0,0,455,2773,BraTS2021_00002,64,0.00036956745316274464,brain tumor,2773,455
0.0,0.0,0.0,0,432,3269,BraTS2021_00002,65,0.00012763870472554117,brain tumor,3269,432
0.3727482678983834,0.22906613681521432,0.22906613681521432,807,0,2716,BraTS2021_00002,66,0.0002552177757024765,brain tumor,3523,807
0.4329981530884465,0.27632268203247773,0.27646750524109015,1055,2,2761,BraTS2021_00002,67,0.0001502255181549117,brain tumor,3816,1057
0.37921865412149725,0.23397274103987886,0.23397274103987886,927,0,3035,BraTS2021_00002,68,0.0001606650184839964,brain tumor,3962,927
0.028187919463087248,0.014295439074200136,0.014295439074200136,63,0,4344,BraTS2021_00002,69,0.00020136882085353136,brain tumor,4407,63
0.03217391304347826,0.016349977905435263,0.016349977905435263,74,0,4452,BraTS2021_00002,70,0.00031573636806569993,brain tumor,4526,74
0.0396860008722198,0.020244716351501667,0.020244716351501667,91,0,4404,BraTS2021_00002,71,0.00037516537122428417,brain tumor,4495,91
0.0447822514379622,0.022903971422567768,0.022903971422567768,109,0,4650,BraTS2021_00002,72,0.00028655759524554014,brain tumor,4759,109
0.056588520614389654,0.029118136439267885,0.029118136439267885,140,0,4668,BraTS2021_00002,73,0.0007180145476013422,brain tumor,4808,140
0.12146359864202187,0.06465863453815261,0.06465863453815261,322,0,4658,BraTS2021_00002,74,6.693645991617814e-05,brain tumor,4980,322
0.14814814814814814,0.08,0.08,410,0,4715,BraTS2021_00002,75,0.00010357356222812086,brain tumor,5125,410
0.22120464952448046,0.12435643564356436,0.12435643564356436,628,0,4422,BraTS2021_00002,76,1.5066822015796788e-05,brain tumor,5050,628
0.22234042553191488,0.12507480550568523,0.12507480550568523,627,0,4386,BraTS2021_00002,77,1.1062192243116442e-05,brain tumor,5013,627
0.2332035877475038,0.13199233716475095,0.13199233716475095,689,0,4531,BraTS2021_00002,78,2.1739442672696896e-05,brain tumor,5220,689
0.27037099779773,0.15631733594515182,0.15631733594515182,798,0,4307,BraTS2021_00002,79,3.006374572578352e-05,brain tumor,5105,798
0.332031913087761,0.19906370852839406,0.19906370852839406,978,0,3935,BraTS2021_00002,80,2.8439510060707107e-05,brain tumor,4913,978
0.2916902204635387,0.17074784910655194,0.17074784910655194,774,0,3759,BraTS2021_00002,81,6.335100806609262e-06,brain tumor,4533,774
0.29706717123935666,0.17444444444444446,0.17444444444444446,785,0,3715,BraTS2021_00002,82,4.0575855564384256e-06,brain tumor,4500,785
0.2802010050251256,0.16292660121552127,0.16292660121552127,697,0,3581,BraTS2021_00002,83,9.022945960168727e-06,brain tumor,4278,697
0.2631246046805819,0.15149308084486526,0.15149308084486526,624,0,3495,BraTS2021_00002,84,1.1662890756269917e-05,brain tumor,4119,624
0.25139043381535037,0.14376590330788805,0.14376590330788805,565,0,3365,BraTS2021_00002,85,2.698967909964267e-05,brain tumor,3930,565
0.2581691772885284,0.14821713677488024,0.14821713677488024,557,0,3201,BraTS2021_00002,86,3.5986846341984347e-05,brain tumor,3758,557
0.22011661807580174,0.12366912366912367,0.12366912366912367,453,0,3210,BraTS2021_00002,87,5.870467430213466e-05,brain tumor,3663,453
0.16251638269986893,0.0884450784593438,0.0884450784593438,310,0,3195,BraTS2021_00002,88,3.6260458728065714e-05,brain tumor,3505,310
0.11725550435227855,0.062279031819418004,0.062279031819418004,229,0,3448,BraTS2021_00002,89,4.045345849590376e-05,brain tumor,3677,229
0.1004566210045662,0.052884615384615384,0.052884615384615384,176,0,3152,BraTS2021_00002,90,4.7676643589511514e-05,brain tumor,3328,176
0.12677878395860284,0.06767955801104972,0.06767955801104972,196,0,2700,BraTS2021_00002,91,3.802634455496445e-05,brain tumor,2896,196
0.11626344086021505,0.06171958615768819,0.06171958615768819,173,0,2630,BraTS2021_00002,92,7.15925416443497e-05,brain tumor,2803,173
